"","past_pat_year","past_pat","pasture_id","patch_id","year","DICK_1","DICK_2","DICK_3","DICK_4","DICK_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"513","GIL_N_2011","GIL_N","GIL","N",2011,0,0,0,0,0,0.63,0.63,0.13,0.88,0.13,4,4,2.32,3,3,140,147,157,171,182,7.9,8.58333333333333,7.13333333333333,7.6,8.25,"SR","SR","SR","CD","SR",3,300
"514","GIL_N_2014","GIL_N","GIL","N",2014,0,0,0,0,0,0.13,0.63,0.13,0.63,0.63,3,2,2,1,2,140,151,164,181,199,7.03333333333333,7.93333333333333,9.28333333333333,7.28333333333333,6.46666666666667,"CD","CD","CD","CD","CD",3,300
"515","GIL_N_2015","GIL_N","GIL","N",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,3,3,4,1,148,157,174,194,213,6.5,7.8,7.93333333333333,7.68333333333333,7.68333333333333,"SR","SR","BSV","SR","JJC",3,300
"516","GIL_N_2016","GIL_N","GIL","N",2016,0,0,0,0,0,0.38,0.63,0.38,0.38,0.63,2,2,1,3,2,149,163,180,195,213,8.8,6.56666666666667,6.78333333333333,8.85,8.7,"SR","JJC","ACW","SBN","JJC",3,300
"517","GIL_S_2007","GIL_S","GIL","S",2007,0,0,0,0,0,0.38,0.38,0.13,0.13,0.13,3,3,2,2,3,142,149,159,166,177,7.31666666666667,7.21666666666667,6.15,7.05,8,"CB","JF","CW","FP","CW",1.51,150.84
"518","GIL_S_2008","GIL_S","GIL","S",2008,0,0,0,0,0,0.13,0.38,0.38,0.88,0.88,2,4,1,3,4,133,141,147,150,160,6.5,6.48333333333333,6.43333333333333,6.15,9.3,"JF","SR","CW","SR","JF",1.51,150.84
"519","GIL_S_2010","GIL_S","GIL","S",2010,0,0,0,0,0,0.38,0.13,0.63,0.38,0.38,3,1,2,5,3,142,149,161,177,189,6.73333333333333,6.28333333333333,6.71666666666667,7.18333333333333,7.93333333333333,"SR","TL","SR","SR","SR",2,200
"520","GIL_S_2014","GIL_S","GIL","S",2014,0,0,0,0,0,0.13,0.63,0.13,0.13,0.63,3,2,2,1,1,140,151,164,181,199,6.78333333333333,7.73333333333333,9.1,7.03333333333333,6.3,"CD","CD","CD","CD","CD",1.75,175
"521","GIL_S_2015","GIL_S","GIL","S",2015,0,0,0,0,0,0.38,0.63,0.13,0.13,0.38,2,2,3,4,1,148,157,174,194,213,6.28333333333333,7.61666666666667,7.76666666666667,7.5,7.31666666666667,"SR","SR","BSV","SR","JJC",1.75,175
"522","GIL_S_2018","GIL_S","GIL","S",2018,0,0,0,0,0,0.13,0.88,0.88,0.13,0.13,4,2,4,3,1,146,160,173,189,202,8.26666666666667,8.33333333333333,8.51666666666667,8.43333333333333,6.11666666666667,"SR","JJC","BJE","BJE","TMS",1.75,175
"523","KLN_C_2008","KLN_C","KLN","C",2008,0,0,0,0,0,0.38,0.38,0.63,0.88,0.88,4,4,3,2,2,134,140,146,156,165,6.33333333333333,9.31666666666667,8.68333333333333,8.98333333333333,6.6,"CW","SR","CW","CW","SR",5.96,596
"524","KLN_C_2014","KLN_C","KLN","C",2014,0,0,0,0,0,0.38,0.13,0.63,0.13,0.38,2,4,3,2,1,141,152,168,184,200,8.18333333333333,6.76666666666667,6.75,7.11666666666667,6.38333333333333,"CD","SR","CD","CD","ORG",4,400
"525","KLN_C_2015","KLN_C","KLN","C",2015,0,0,0,0,0,0.63,0.13,0.63,0.13,0.63,4,3,4,4,3,145,159,173,195,215,8.95,6.01666666666667,6.7,6.36666666666667,7.51666666666667,"BSV","SR","SR","SR","SR",4,400
"526","KLN_C_2017","KLN_C","KLN","C",2017,0,0,0,0,0,0.63,0.13,0.13,0.13,0.13,3,4,1,1,2,152,161,178,189,204,8.81666666666667,7.31666666666667,6.5,6.2,7.93333333333333,"JJC","SR","JJC","ALL","JJC",4,400
"527","KLN_C_2018","KLN_C","KLN","C",2018,0,0,0,0,0,0.13,0.63,0.88,0.13,0.88,3,1,2,1,4,146,161,174,190,199,8.73333333333333,7.95,7.25,6.26666666666667,9.1,"JJC","TMS","SR","TMS","BJE",4,400
"528","KLN_C_2021","KLN_C","KLN","C",2021,0,0,0,0,0,0.13,0.63,0.88,0.38,0.38,2,2,1,1,3,154,165,179,187,199,6.8,8.71666666666667,6.33333333333333,9.4,9.38333333333333,"JEM","JJC","JEM","JNA","JJC",4,400
"529","KLN_C_2022","KLN_C","KLN","C",2022,0,0,0,0,0,0.63,0.13,0.13,0.88,0.38,2,3,2,2,3,156,170,180,190,196,6.4,6.26666666666667,7.1,6.41666666666667,9.16666666666667,"HKG","WPT","JLS","JJC","JJC",4,400
"530","KLN_C_2023","KLN_C","KLN","C",2023,0,0,0,0,0,0.88,0.13,0.63,0.88,0.88,2,1,2,3,2,158,171,178,189,194,9.95,6.8,6.26666666666667,9.18333333333333,5.98333333333333,"WPT","JJC","JLS","JJC","JLS",4,400
"531","KLN_E_2013","KLN_E","KLN","E",2013,0,0,0,0,0,0.88,0.88,0.38,0.38,0.38,4,1,1,2,3,143,156,168,177,194,6.41666666666667,6.81666666666667,7.48333333333333,6.43333333333333,8.4,"CD","AM","CD","AM","CD",5,500
"532","KLN_E_2015","KLN_E","KLN","E",2015,0,0,0,0,0,0.63,0.13,0.63,0.13,0.63,4,3,4,4,2,145,159,173,195,215,8.78333333333333,5.9,6.56666666666667,6.21666666666667,7.38333333333333,"BSV","SR","SR","SR","SR",4,400
"533","KLN_E_2016","KLN_E","KLN","E",2016,0,0,0,0,0,0.38,0.38,0.38,0.63,0.88,2,2,4,4,1,151,168,179,192,215,6.4,6.83333333333333,7.83333333333333,9.38333333333333,6.3,"SBN","ACW","SR","SBN","JJC",4,400
"534","KLN_E_2021","KLN_E","KLN","E",2021,0,0,0,0,0,0.38,0.63,0.88,0.13,0.38,2,2,1,2,3,154,165,179,186,199,6.53333333333333,8.55,6.08333333333333,6.15,9.25,"JEM","JJC","JEM","JNA","JJC",4,400
"535","KLN_E_2022","KLN_E","KLN","E",2022,0,0,0,0,0,0.63,0.13,0.13,0.88,0.38,2,3,3,1,4,156,170,180,190,196,6.2,6.08333333333333,6.86666666666667,6.26666666666667,8.98333333333333,"HKG","WPT","JLS","JJC","JJC",4,400
"536","KLN_W_2008","KLN_W","KLN","W",2008,0,0,0,0,0,0.38,0.38,0.63,0.88,0.88,3,4,3,2,2,134,140,146,156,165,6.55,9.45,8.81666666666667,9.06666666666667,6.75,"CW","SR","CW","CW","SR",3.77,377
"537","KLN_W_2016","KLN_W","KLN","W",2016,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,2,2,4,4,2,151,168,179,192,215,7.03333333333333,7.4,8.18333333333333,9.7,6.65,"SBN","ACW","SR","SBN","JJC",3,300
"538","KLN_W_2017","KLN_W","KLN","W",2017,0,0,0,0,0,0.63,0.13,0.13,0.13,0.13,1,4,1,1,2,152,161,178,189,204,8.93333333333333,7.46666666666667,6.65,6.36666666666667,8.06666666666667,"JJC","SR","JJC","ALL","JJC",3,300
"539","KLN_W_2018","KLN_W","KLN","W",2018,0,0,0,0,0,0.13,0.63,0.88,0.13,0.88,3,2,2,1,4,146,161,174,190,199,8.93333333333333,8.08333333333333,7.4,6.51666666666667,9.3,"JJC","TMS","SR","TMS","BJE",3,300
"540","KLN_W_2021","KLN_W","KLN","W",2021,0,0,0,0,0,0.13,0.63,0.88,0.13,0.38,2,2,1,2,3,154,165,179,186,199,7.08333333333333,8.85,6.5,9.38333333333333,9.46666666666667,"JEM","JJC","JEM","JNA","JJC",2.75,275
"541","KLN_W_2022","KLN_W","KLN","W",2022,0,0,0,0,0,0.63,0.13,0.38,0.88,0.38,2,3,3,2,4,156,170,180,190,196,6.58333333333333,6.48333333333333,7.35,6.53333333333333,9.3,"HKG","WPT","JLS","JJC","JJC",2.75,275
"542","LTR_C_2007","LTR_C","LTR","C",2007,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,2,2,3,3,2,141,149,155,165,177,8.41666666666667,7.88333333333333,6.31666666666667,6.21666666666667,8.11666666666667,"JF","CW","JF","CW","FP",5.97,597
"543","LTR_C_2008","LTR_C","LTR","C",2008,0,0,0,0,0,0.63,0.63,0.13,0.63,0.88,3,2,1,2,2,131,136,142,150,160,9.73333333333333,8.83333333333333,6.23333333333333,6.21666666666667,8.06666666666667,"JF","CW","SR","FP","CW",5.97,597
"544","LTR_E_2007","LTR_E","LTR","E",2007,0,0,0,0,0,0.13,0.38,0.13,0.13,0.13,2,3,3,2,3,141,148,155,165,177,8.7,8.43333333333333,6.06666666666667,7.21666666666667,8.98333333333333,"JF","JF","JF","CW","FP",6.36,636
"545","LTR_E_2008","LTR_E","LTR","E",2008,0,0,0,0,0,0.63,0.63,0.13,0.38,0.88,3,2,1,2,2,131,136,142,149,160,9.33333333333333,8.36666666666667,7.76666666666667,7.41666666666667,8.18333333333333,"JF","JF","SR","FP","CW",6.36,636
"546","LTR_E_2010","LTR_E","LTR","E",2010,0,0,0,0,0,0.13,0.13,0.13,0.13,0.63,2,1,3,5,3,145,152,160,177,189,9.05,9.66666666666667,7.5,9.01666666666667,7.35,"SR","TL","SR","SR","SR",6,600
"547","LTR_W_2008","LTR_W","LTR","W",2008,0,0,0,0,0,0.63,0.63,0.13,0.63,0.88,3,2,1,3,2,131,136,142,150,160,8.5,8.2,6.85,6.36666666666667,8.06666666666667,"JF","CW","SR","FP","JF",6.53,653
"548","LTR_W_2023","LTR_W","LTR","W",2023,0,0,0,0,0,0.88,0.63,0.38,0.88,0.38,2,2,2,2,3,158,168,178,189,200,6.41666666666667,9.83333333333333,6.48333333333333,6.7,6.76666666666667,"WPT","JJC","WPT","HKG","JLS",6,600
"549","PAW_E_2009","PAW_E","PAW","E",2009,0,0,0,0,0,0.38,0.63,0.38,0.13,0.38,1,4,2,2,1,147,162,168,180,187,7.35,7.35,6.96666666666667,7.16666666666667,9.26666666666667,"EH","SR","JO","FP","EH",4.5,449.85
"550","PAW_E_2017","PAW_E","PAW","E",2017,0,0,0,0,0,0.13,0.13,0.13,0.38,0.38,1,2,2,3,1,151,160,176,188,203,7.61666666666667,7.38333333333333,8.91666666666667,8.93333333333333,9.43333333333333,"JJC","ALL","JD","ALL","JJC",3,300
"551","PAW_W_2009","PAW_W","PAW","W",2009,0,0,0,0,0,0.38,0.88,0.13,0.13,0.38,1,4,1,2,1,147,162,168,180,187,6.93333333333333,7.15,7.16666666666667,7,9.01666666666667,"EH","SR","EH","FP","EH",4.04,403.73
"552","PAW_W_2011","PAW_W","PAW","W",2011,0,0,0,0,0,0.38,0.63,0.88,0.63,0.13,3,3,4,4,4,144,155,164,172,183,7.65,7.45,7.41666666666667,8.28333333333333,7.56666666666667,"SR","SR","SR","CP","CP",3,300
"553","PAW_W_2015","PAW_W","PAW","W",2015,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,3,4,2,2,2,148,158,172,203,215,7.9,8.13333333333333,9,6.78333333333333,7.1,"BSV","BSV","BSV","SR","BSV",3,300
"554","PAW_W_2016","PAW_W","PAW","W",2016,0,0,0,0,0,0.38,0.13,0.38,0.13,0.38,4,1,1,3,2,152,167,179,192,217,8.78333333333333,7.18333333333333,8.15,8.33333333333333,7.48333333333333,"SBN","JJC","SBN","SR","ACW",3,300
"555","PYN_N_2008","PYN_N","PYN","N",2008,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,5,1,1,136,142,148,161,191,6.75,7.58333333333333,7.95,6.68333333333333,6.88333333333333,"CW","JF","CW","CW","CW",4.47,447
"556","PYN_N_2009","PYN_N","PYN","N",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,8.25,9.2,8.58333333333333,8.8,9.25,"JO","SR","SR","SR","EH",4.47,447
"557","PYN_S_2007","PYN_S","PYN","S",2007,0,0,0,0,0,0.13,0.13,0.38,0.88,0.13,2,3,3,2,3,141,149,163,169,176,9.06666666666667,7.08333333333333,6.38333333333333,7,8.58333333333333,"CB","FP","JF","FP","CW",3.89,389
"558","PYN_S_2008","PYN_S","PYN","S",2008,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,5,1,1,136,142,148,161,191,7.1,7.95,8.2,6.96666666666667,7,"CW","JF","CW","CW","CW",3.89,389
"559","PYN_S_2009","PYN_S","PYN","S",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,8.53333333333333,9.43333333333333,9.06666666666667,8.9,9.51666666666667,"JO","SR","SR","SR","EH",3.89,389
"560","PYN_S_2015","PYN_S","PYN","S",2015,0,0,0,0,0,0.88,0.13,0.13,0.63,0.38,3,2,3,2,2,143,159,171,190,213,9.03333333333333,9.28333333333333,8.31666666666667,7.83333333333333,8.96666666666667,"BSV","BSV","SR","BSV","SR",3,300
"561","PYN_S_2016","PYN_S","PYN","S",2016,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,2,3,1,3,1,151,168,179,193,216,7.31666666666667,8.56666666666667,7.23333333333333,7.18333333333333,8.23333333333333,"SR","SBN","JJC","ACW","JJC",3,300
"562","PYN_S_2021","PYN_S","PYN","S",2021,0,0,0,0,0,0.13,0.38,0.38,0.38,0.13,1,2,3,2,1,154,165,178,189,201,6.96666666666667,7.33333333333333,6.93333333333333,7.55,8.43333333333333,"JJC","JEM","WPT","JJC","JJC",3,300
"563","PYN_S_2023","PYN_S","PYN","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,3,1,3,3,1,155,170,179,189,195,9.45,8.31666666666667,7.31666666666667,8.41666666666667,7.01666666666667,"WPT","JJC","JLS","JLS","JJC",3,300
"564","PYN_W_2008","PYN_W","PYN","W",2008,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,5,1,1,136,142,148,161,191,6.21666666666667,7.11666666666667,7.51666666666667,6.28333333333333,6.4,"CW","JF","CW","CW","CW",5.04,504.05
"565","PYN_W_2009","PYN_W","PYN","W",2009,0,0,0,0,0,0.63,0.13,0.88,0.13,0.13,4,4,3,4,3,154,159,167,169,181,7.66666666666667,8.93333333333333,8.16666666666667,8.4,8.68333333333333,"JO","SR","SR","SR","EH",5.04,504.05
"566","PYN_W_2010","PYN_W","PYN","W",2010,0,0,0,0,0,0.13,0.63,0.63,0.63,0.63,3,3,3,3,2,144,158,174,189,196,6.51666666666667,8.98333333333333,9.4,8.88333333333333,7.83333333333333,"SR","SR","SR","TH","TL",3,300
"567","PYN_W_2014","PYN_W","PYN","W",2014,0,0,0,0,0,0.13,0.88,0.13,0.88,0.38,1,3,2,3,3,138,149,164,182,197,6.58333333333333,7.93333333333333,6.41666666666667,7,9.55,"SR","CD","CD","CD","CD",3,300
"568","PYN_W_2016","PYN_W","PYN","W",2016,0,0,0,0,0,0.13,0.63,0.38,0.38,0.13,2,2,1,3,1,151,168,179,193,216,6.85,7.83333333333333,6.48333333333333,6.25,7.6,"SR","SBN","JJC","ACW","JJC",3,300
"569","PYS_N_2007","PYS_N","PYS","N",2007,0,0,0,0,0,0.13,0.88,0.13,0.13,0.13,2,2,2,1,2,141,150,155,166,176,6.35,7.31666666666667,6.55,6.71666666666667,8.16666666666667,"CB","CB","cb","JF","JF",3.69,369.33
"570","PYS_N_2008","PYS_N","PYS","N",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,2,2,3,2,129,142,147,160,177,9.1,8.51666666666667,8.58333333333333,7.4,8.98333333333333,"JF","CW","JF","CW","JF",3.69,369.33
"571","PYS_N_2009","PYS_N","PYS","N",2009,0,0,0,0,0,0.13,0.88,0.38,0.38,0.88,3,3,3,2,4,138,162,169,182,190,6.61666666666667,6.61666666666667,7.15,6.48333333333333,9.56666666666667,"EH","FP","SR","FP","SR",3.69,369.33
"572","PYS_N_2010","PYS_N","PYS","N",2010,0,0,0,0,0,0.13,0.13,0.63,0.63,0.38,1,1,2,3,4,139,149,158,174,189,7.78333333333333,8.66666666666667,7.66666666666667,8.71666666666667,8.26666666666667,"TL","TL","SR","SR","TH",3,300
"573","PYS_S_2008","PYS_S","PYS","S",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,1,1,2,2,129,142,147,160,177,8.5,8.5,8.48333333333333,7.36666666666667,8.45,"JF","JF","CW","JF","JF",3.37,337
"574","PYS_S_2009","PYS_S","PYS","S",2009,0,0,0,0,0,0.13,0.63,0.38,0.13,0.88,4,3,3,3,4,138,162,169,181,190,8.03333333333333,7.25,6.7,9.66666666666667,9.08333333333333,"EH","FP","SR","JL","SR",3.37,337
"575","PYS_S_2023","PYS_S","PYS","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,2,1,3,3,2,157,174,179,189,195,9.43333333333333,6.35,6.31666666666667,9.18333333333333,8.05,"WPT","JJC","JLS","JLS","JJC",3,300
"576","PYS_W_2008","PYS_W","PYS","W",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,2,1,3,2,129,142,147,160,177,8.83333333333333,8.78333333333333,8.71666666666667,7.51666666666667,8.71666666666667,"JF","CW","CW","CW","JF",3.97,397.03
"577","PYS_W_2009","PYS_W","PYS","W",2009,0,0,0,0,0,0.13,0.88,0.38,0.13,0.88,3,2,3,3,4,138,162,169,181,190,7.03333333333333,6.91666666666667,6.9,9.53333333333333,9.3,"EH","FP","SR","JL","SR",3.97,397.03
"578","PYS_W_2010","PYS_W","PYS","W",2010,0,0,0,0,0,0.13,0.13,0.63,0.38,0.63,1,1,2,3,3,139,149,158,174,189,7.15,8.3,7.43333333333333,8.46666666666667,8,"TL","TL","SR","SR","TH",3,300
"579","PYS_W_2017","PYS_W","PYS","W",2017,0,0,0,0,0,0.63,0.13,0.13,0.13,0.13,3,3,3,2,2,149,163,175,189,201,7.81666666666667,7.93333333333333,9.6,7.46666666666667,8.35,"SR","JD","ALL","SR","JJC",3,300
"580","PYS_W_2018","PYS_W","PYS","W",2018,0,0,0,0,0,0.63,0.88,0.63,0.13,0.63,3,2,1,4,3,145,160,174,188,199,9.08333333333333,8.41666666666667,9.45,9.05,8.78333333333333,"JJC","TMS","JJC","BJE","TMS",3,300
"581","PYW_C_2007","PYW_C","PYW","C",2007,0,0,0,0,0,0.13,0.38,0.88,0.13,0.13,1,3,3,3,2,152,163,169,176,183,6.81666666666667,6.91666666666667,7.05,7.95,6.21666666666667,"JF","CW","JF","FP","JF",2.97,297.01
"582","PYW_C_2008","PYW_C","PYW","C",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.46666666666667,6.5,7.35,7.75,6.58333333333333,"JF","JF","CW","JF","SR",2.97,297.01
"583","PYW_C_2009","PYW_C","PYW","C",2009,0,0,0,0,0,0.38,0.88,0.13,0.13,0.38,1,3,4,3,3,161,163,169,181,191,9.1,9.13333333333333,7.78333333333333,8.86666666666667,8.03333333333333,"FP","SR","SR","JO","SR",2.97,297.01
"584","PYW_C_2010","PYW_C","PYW","C",2010,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,8.91666666666667,6.61666666666667,8.23333333333333,9.06666666666667,6.9,"TH","TL","SR","SR","TH",2,200
"585","PYW_C_2014","PYW_C","PYW","C",2014,0,0,0,0,0,0.13,0.88,0.38,0.63,0.63,1,3,4,3,1,138,149,165,182,197,6.33333333333333,7.03333333333333,6.08333333333333,6.25,8.43333333333333,"SR","CD","CD","CD","SBN",2,200
"586","PYW_N_2008","PYW_N","PYW","N",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.16666666666667,6.25,7.13333333333333,7.5,6.3,"JF","JF","CW","JF","SR",3.51,351.01
"587","PYW_N_2010","PYW_N","PYW","N",2010,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,8.45,6.25,8.03333333333333,8.88333333333333,6.66666666666667,"TH","TL","SR","SR","TH",2,200
"588","PYW_N_2011","PYW_N","PYW","N",2011,0,0,0,0,0,0.36,0.38,0.63,0.38,0.13,2.29,4,3,4,1,139,154,162,171,182,8.71666666666667,6.63333333333333,8.6,9.28333333333333,8.61666666666667,"SR","SR","CP","SR","CD",2,200
"589","PYW_N_2018","PYW_N","PYW","N",2018,0,0,NA,0,0,0.38,0.63,0.43,0.13,0.88,3,2,2.32,2,1,145,160,169.67,188,199,6.01666666666667,6.03333333333333,7.59,6,6.18333333333333,"JJC","TMS",NA,"BJE","TMS",2,200
"590","PYW_S_2007","PYW_S","PYW","S",2007,0,0,0,0,0,0.13,0.13,0.88,0.13,0.13,1,4,3,2,1,152,159,169,176,183,7.01666666666667,7.56666666666667,7.33333333333333,8.33333333333333,6.63333333333333,"CW","JF","JF","FP","JF",4.11,411.02
"591","PYW_S_2008","PYW_S","PYW","S",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.88333333333333,6.83333333333333,7.65,8.06666666666667,6.83333333333333,"JF","JF","CW","JF","SR",4.11,411.02
"592","PYW_S_2009","PYW_S","PYW","S",2009,0,0,0,0,0,0.63,0.88,0.13,0.13,0.38,3,3,4,3,3,161,163,169,181,191,8.91666666666667,9.43333333333333,8.05,9.18333333333333,8.31666666666667,"SR","SR","SR","JO","SR",4.11,411.02
"593","PYW_S_2010","PYW_S","PYW","S",2010,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,9.26666666666667,7.11666666666667,8.58333333333333,9.4,7.25,"TH","TL","SR","SR","TH",3.5,350
"594","PYW_S_2011","PYW_S","PYW","S",2011,0,0,0,0,0,0.63,0.37,0.38,0.38,0.13,2,4,4,4,2,139,154,162,171,182,9.51666666666667,7.18333333333333,9.05,9.76666666666667,9,"SR","SR","CP","SR","CD",3.5,350
"595","PYW_S_2013","PYW_S","PYW","S",2013,0,0,0,0,0,0.38,0.13,0.88,0.88,0.88,2,1,2,1,2,137,154,163,178,188,6.91666666666667,7.46666666666667,6.71666666666667,8.13333333333333,6.85,"CD","SR","AM","CD","AM",3.5,350
"596","PYW_S_2014","PYW_S","PYW","S",2014,0,0,0,0,0,0.13,0.88,0.13,0.63,0.38,3,3,4,3,1,138,149,165,182,197,7.95,7.3,6.31666666666667,6.55,8.86666666666667,"SR","CD","CD","CD","SBN",3.5,350
"597","PYW_S_2015","PYW_S","PYW","S",2015,0,0,0,0,0,0.88,0.13,0.38,0.63,0.38,2,2,3,2,2,143,159,171,196,213,6.61666666666667,6.61666666666667,6.76666666666667,7.51666666666667,7.3,"BSV","BSV","SR","SBN","SR",3.5,350
"598","PYW_S_2016","PYW_S","PYW","S",2016,0,0,0,0,0,0.13,0.63,0.13,0.38,0.38,2,2,1,3,3,151,168,179,193,217,8.18333333333333,7.33333333333333,8.86666666666667,8.96666666666667,6.9,"SR","SBN","JJC","ACW","SR",3.5,350
"599","PYW_S_2017","PYW_S","PYW","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,3,2,3,2,2,149,160,175,189,201,9.01666666666667,9.26666666666667,9.68333333333333,7.6,8.46666666666667,"SR","ALL","JJC","SR","ALL",3.5,350
"600","RC2_C_2015","RC2_C","RC2","C",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,1,4,2,2,148,160,176,189,210,6.05,7.36666666666667,6.7,6.43333333333333,6.65,"BSV","BSV","SR","BSV","BSV",2,200
"601","RC2_S_2015","RC2_S","RC2","S",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,1,4,2,2,148,160,176,189,210,5.85,7.1,6.45,6.13333333333333,6.43333333333333,"BSV","BSV","SR","BSV","BSV",2,200
"602","RC2_S_2018","RC2_S","RC2","S",2018,0,0,0,0,0,0.38,0.88,0.88,0.13,0.13,3,1,4,1,3,145,163,172,188,201,6.21666666666667,7.15,6.23333333333333,7.7,9,"TMS","TMS","TMS","TMS","TMS",2,200
"603","RCH2007_N_2008","RCH2007_N","RCH2007","N",2008,0,0,0,0,0,0.13,0.38,0.88,0.88,0.38,1,2,2,3,2,135,140,156,165,177,6.68333333333333,7.43333333333333,6.91666666666667,9.93333333333333,6.15,"CW","JF","CW","SR","JF",1.96,196.16
"604","RCH2007_N_2010","RCH2007_N","RCH2007","N",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.38,3,1,3,1,2,144,152,168,180,189,8.23333333333333,7.58333333333333,7.6,7,7.45,"SR","TL","TL","TL","TL",2,200
"605","RCH2007_W_2010","RCH2007_W","RCH2007","W",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.38,4,1,3,1,2,144,152,168,180,189,8,6.93333333333333,7.16666666666667,6.58333333333333,7.01666666666667,"SR","TL","TL","TL","TL",3,300
"606","RCH2007_W_2011","RCH2007_W","RCH2007","W",2011,0,0,0,0,0,0.13,0.13,0.13,0.88,0.13,4,4,2,1,2,143,154,158,167,183,8.9,8.16666666666667,6.93333333333333,9.46666666666667,6.06666666666667,"SR","CP","SR","SR","CP",3,300
"607","RCH2014_C_2021","RCH2014_C","RCH2014","C",2021,0,0,0,0,0,0.38,0.13,0.38,0.63,0.38,1,2,1,3,1,153,167,178,190,200,6.71666666666667,6.1,9.08333333333333,8.93333333333333,6.4,"JEM","JNA","JJC","JEM","JEM",3,300
"608","RCH2014_N_2015","RCH2014_N","RCH2014","N",2015,NA,NA,NA,0,NA,0.36,0.37,0.43,0.88,0.37,2.29,2.4,2.32,2,2.15,147.14,158.38,169.67,189,195.25,7.72,7.61,7.59,6.98333333333333,7.82,NA,NA,NA,"BSV",NA,3,300
"609","RIN_E_2008","RIN_E","RIN","E",2008,0,0,0,0,0,0.13,0.38,0.13,0.38,0.88,4,4,2,4,3,133,140,142,150,160,9.48333333333333,6.93333333333333,9.8,8.3,8.7,"JF","SR","SR","FP","CW",2.25,224.96
"610","RIN_E_2009","RIN_E","RIN","E",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,7.06666666666667,7.1,9.9,8.08333333333333,9.63333333333333,"SR","SR","SR","FP","EH",2.25,224.96
"611","RIN_E_2010","RIN_E","RIN","E",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.38,4,3,3,3,3,142,152,160,181,189,9.51666666666667,8.8,8.7,7.38333333333333,8.95,"SR","SR","SR","SR","TL",3,300
"612","RIN_E_2011","RIN_E","RIN","E",2011,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,2,3,3,2,3,143,152,157,167,179,7.8,7.26666666666667,8.15,8.16666666666667,9.25,"CP","SR","SR","CP","SR",3,300
"613","RIN_S_2007","RIN_S","RIN","S",2007,0,NA,0,0,0,0.63,0.37,0.13,0.13,0.13,1,2.4,1,1,1,148,158.38,165,176,186,8.9,7.61,6.85,9.15,7.21666666666667,"CW",NA,"FP","JF","FP",1.62,161.97
"614","RIN_S_2008","RIN_S","RIN","S",2008,0,0,0,0,0,0.13,0.63,0.13,0.38,0.88,2,4,2,3,2,133,140,142,150,161,9.16666666666667,6.63333333333333,9.5,7.98333333333333,8.68333333333333,"JF","SR","SR","FP","SR",1.62,161.97
"615","RIN_S_2009","RIN_S","RIN","S",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,6.68333333333333,6.81666666666667,9.63333333333333,7.78333333333333,9.35,"SR","SR","SR","FP","EH",1.62,161.97
