"","past_pat_year","past_pat","pasture_id","patch_id","year","EAME_1","EAME_2","EAME_3","EAME_4","EAME_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"513","GIL_S_2023","GIL_S","GIL","S",2023,0,0,0,0,0,0.38,0.13,0.63,0.38,0.13,1,3,3,1,1,155,168,179,190,194,6.26666666666667,6.95,6.55,6.56666666666667,7.05,"WPT","JJC","WPT","HKG","JJC",1.75,175
"514","KLT_E_2010","KLT_E","KLT","E",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,2,3,4,1,1,139,149,168,181,190,8.01666666666667,8.06666666666667,7.9,6.56666666666667,6.76666666666667,"SR","SR","SR","TL","TL",3,300
"515","KLT_E_2012","KLT_E","KLT","E",2012,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.53333333333333,6.68333333333333,8.76666666666667,7.95,7.41666666666667,"SR","CD","SR","SR","CD",3,300
"516","KLT_E_2016","KLT_E","KLT","E",2016,0,0,0,0,0,0.38,0.13,0.38,0.38,0.38,2,1,4,4,2,151,165,177,192,210,8.48333333333333,8.51666666666667,6.58333333333333,7.33333333333333,6.6,"SBN","JJC","SR","SBN","ACW",3,300
"517","KLT_E_2018","KLT_E","KLT","E",2018,0,0,0,0,0,0.13,0.38,0.38,0.13,0.13,1,1,3,1,2,146,161,175,190,202,6.4,6.46666666666667,7.1,7.56666666666667,7.8,"JJC","TMS","SR","TMS","TMS",3,300
"518","KLT_E_2023","KLT_E","KLT","E",2023,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,3,2,1,3,1,154,172,178,191,194,6.71666666666667,6.8,8,8.06666666666667,6.4,"WPT","JJC","HKG","JLS","JLS",3,300
"519","KLT_S_2010","KLT_S","KLT","S",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,2,3,4,1,1,139,149,168,181,190,8.71666666666667,9.06666666666667,8.53333333333333,7.81666666666667,7.76666666666667,"SR","SR","SR","TL","TL",3,300
"520","KLT_S_2011","KLT_S","KLT","S",2011,0,0,0,0,0,0.13,0.88,0.63,0.38,0.13,3,3,3,4,3,143,148,162,172,183,9.63333333333333,8.15,7.95,7.18333333333333,8.23333333333333,"CP","SR","CP","CP","CD",3,300
"521","KLT_S_2012","KLT_S","KLT","S",2012,0,0,0,0,0,0.38,0.63,0.13,0.38,0.63,4,3,3,2,1,138,147,157,173,181,8.33333333333333,7.68333333333333,9.58333333333333,8.75,8.33333333333333,"SR","CD","SR","SR","CD",3,300
"522","KLT_S_2016","KLT_S","KLT","S",2016,0,0,0,0,0,0.13,0.13,0.38,0.63,0.38,2,1,3,3,2,151,165,177,192,210,9.51666666666667,9.85,7.3,8.61666666666667,8.55,"SBN","JJC","SR","SBN","ACW",3,300
"523","KLT_S_2017","KLT_S","KLT","S",2017,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,1,3,2,1,2,148,162,178,190,205,6.03333333333333,7.01666666666667,7.58333333333333,7.53333333333333,7.78333333333333,"ALL","JJC","ALL","JJC","JD",3,300
"524","KLT_S_2018","KLT_S","KLT","S",2018,0,0,0,0,0,0.13,0.38,0.38,0.13,0.13,1,1,3,2,3,146,161,175,190,202,7.6,7.18333333333333,8.23333333333333,8.35,8.45,"JJC","TMS","SR","TMS","TMS",3,300
"525","KLT_S_2021","KLT_S","KLT","S",2021,0,0,0,0,0,0.38,0.13,0.63,0.13,0.13,3,2,1,2,1,150,166,179,187,199,8.5,9.35,9.3,8.75,7.91666666666667,"WPT","JJC","HKG","JNA","JEM",3,300
"526","KLT_W_2007","KLT_W","KLT","W",2007,NA,0,0,0,0,0.36,0.88,0.13,0.13,0.13,2.29,4,4,2,1,147.14,150,159,166,177,7.72,6.76666666666667,6.2,7.81666666666667,6.13333333333333,NA,"JF","CB","CW","JF",6.76,676
"527","KLT_W_2008","KLT_W","KLT","W",2008,0,0,0,0,0,0.88,0.63,0.88,0.13,0.13,4,4,3,1,2,134,140,146,153,170,8,8.16666666666667,7.51666666666667,8.93333333333333,8.46666666666667,"JF","SR","JF","CW","FP",6.76,676
"528","KLT_W_2012","KLT_W","KLT","W",2012,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,4,3,3,2,2,138,147,157,173,181,7.38333333333333,6.53333333333333,8.65,7.85,7.31666666666667,"SR","CD","SR","SR","CD",6,600
"529","KLT_W_2013","KLT_W","KLT","W",2013,0,0,0,0,0,0.13,0.38,0.38,0.38,0.38,3,1,1,2,2,144,156,168,177,189,6.86666666666667,6.75,7.95,6.26666666666667,6.18333333333333,"SR","AM","SR","SR","AM",6,600
"530","PAW_E_2010","PAW_E","PAW","E",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.63,1,1,3,3,3,145,152,181,190,196,7.3,7.28333333333333,8.71666666666667,7.21666666666667,7.61666666666667,"SR","SR","SR","SR","SR",3,300
"531","PAW_E_2015","PAW_E","PAW","E",2015,0,0,0,0,0,0.88,0.63,0.38,0.13,0.63,2,4,2,2,2,149,158,172,203,215,8.4,8.51666666666667,9.35,7.13333333333333,7.51666666666667,"BSV","BSV","BSV","SR","BSV",3,300
"532","PAW_S_2007","PAW_S","PAW","S",2007,0,0,0,0,0,0.13,0.13,0.88,0.38,0.13,1,3,3,2,2,141,149,169,176,186,6.56666666666667,8.31666666666667,8.4,6.43333333333333,8.38333333333333,"JF","FP","JF","FP","JF",4.09,409.16
"533","PAW_S_2008","PAW_S","PAW","S",2008,0,0,0,0,0,0.13,0.38,0.63,0.88,0.88,2,5,3,2,2,135,141,146,157,165,7.66666666666667,6.81666666666667,6.28333333333333,8.9,7.73333333333333,"CW","CW","CW","SR","SR",4.09,409.16
"534","PAW_S_2009","PAW_S","PAW","S",2009,0,0,0,0,0,0.38,0.88,0.13,0.13,0.38,1,4,1,2,1,147,162,168,180,187,6.66666666666667,6.98333333333333,6.91666666666667,6.75,8.85,"EH","SR","EH","FP","EH",4.09,409.16
"535","PAW_S_2011","PAW_S","PAW","S",2011,0,0,0,0,0,0.38,0.63,0.88,0.63,0.13,3,3,4,4,4,144,155,162,172,183,7.46666666666667,7.28333333333333,7.18333333333333,8.1,7.4,"SR","SR","CP","CP","CP",3,300
"536","PAW_S_2013","PAW_S","PAW","S",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.13,4,3,2,4,2,148,157,168,180,195,8.36666666666667,8.53333333333333,6.5,7.21666666666667,6.76666666666667,"SR","SR","CD","CD","AM",3,300
"537","PAW_S_2016","PAW_S","PAW","S",2016,0,0,0,0,0,0.38,0.13,0.38,0.13,0.38,3,1,1,3,2,152,167,179,192,217,8.51666666666667,6.8,7.75,8.18333333333333,6.96666666666667,"SBN","JJC","SBN","SR","ACW",3,300
"538","PAW_W_2007","PAW_W","PAW","W",2007,0,0,0,0,0,0.13,0.13,0.88,0.38,0.13,1,3,3,2,2,141,149,169,176,186,6.53333333333333,8.41666666666667,8.65,6.38333333333333,8.45,"CW","FP","JF","CW","FP",4.04,403.73
"539","PAW_W_2011","PAW_W","PAW","W",2011,0,0,0,0,0,0.38,0.63,0.88,0.63,0.13,3,3,4,4,4,144,155,164,172,183,7.65,7.45,7.41666666666667,8.28333333333333,7.56666666666667,"SR","SR","SR","CP","CP",3,300
"540","PAW_W_2012","PAW_W","PAW","W",2012,0,0,0,0,0,0.88,0.13,0.38,0.38,0.13,4,2,2,2,3,143,151,160,167,180,8.38333333333333,7.05,8.58333333333333,8.65,7.01666666666667,"CD","SR","CD","SR","CD",3,300
"541","PAW_W_2013","PAW_W","PAW","W",2013,0,0,0,0,0,0.38,0.13,0.63,0.13,0.13,4,3,2,3,1,148,157,168,180,195,8.5,8.68333333333333,6.76666666666667,7.35,7.11666666666667,"SR","SR","CD","CD","AM",3,300
"542","PAW_W_2014","PAW_W","PAW","W",2014,0,NA,NA,NA,NA,0.38,0.37,0.43,0.37,0.37,1,2.4,2.32,2.29,2.15,177,158.38,169.67,182.77,195.25,6.75,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"543","PYS_N_2010","PYS_N","PYS","N",2010,0,0,0,0,0,0.13,0.13,0.63,0.63,0.38,1,1,2,3,4,139,149,158,174,189,7.78333333333333,8.66666666666667,7.66666666666667,8.71666666666667,8.26666666666667,"TL","TL","SR","SR","TH",3,300
"544","PYS_S_2008","PYS_S","PYS","S",2008,0,0,0,0,0,0.38,0.13,0.63,0.88,0.38,4,1,1,2,2,129,142,147,160,177,8.5,8.5,8.48333333333333,7.36666666666667,8.45,"JF","JF","CW","JF","JF",3.37,337
"545","PYS_S_2011","PYS_S","PYS","S",2011,0,0,0,0,0,0.63,0.13,0.13,0.63,0.38,4,4,4,4,2,139,154,158,171,182,7.21666666666667,8.9,8.1,8.3,6.41666666666667,"SR","CD","CP","SR","CD",3,300
"546","PYS_S_2021","PYS_S","PYS","S",2021,0,0,0,0,0,0.13,0.38,0.63,0.38,0.13,2,2,2,3,1,154,165,178,189,201,9.26666666666667,8.71666666666667,7.88333333333333,8.21666666666667,9.06666666666667,"JJC","JEM","WPT","JJC","JJC",3,300
"547","PYW_C_2018","PYW_C","PYW","C",2018,0,0,0,0,0,0.38,0.88,0.88,0.13,0.88,3,3,1,2,1,145,160,174,188,199,6.25,6.28333333333333,6.5,6.95,6.6,"JJC","TMS","JJC","BJE","TMS",2,200
"548","PYW_C_2021","PYW_C","PYW","C",2021,0,0,0,0,0,0.13,0.38,0.63,0.38,0.13,3,2,2,1,1,154,165,179,189,201,8.11666666666667,7.91666666666667,8.98333333333333,6.36666666666667,6.8,"JJC","JEM","WPT","JJC","JJC",2,200
"549","PYW_C_2022","PYW_C","PYW","C",2022,0,0,0,0,0,0.63,0.13,0.63,0.88,0.63,2,3,2,2,3,158,169,183,189,196,6.46666666666667,8.55,6.68333333333333,7.85,7.26666666666667,"WPT","NGP","JLS","HKG","JLS",2,200
"550","PYW_S_2008","PYW_S","PYW","S",2008,0,0,0,0,0,0.38,0.38,0.13,0.63,0.88,4,2,1,4,2,129,136,142,148,161,7.88333333333333,6.83333333333333,7.65,8.06666666666667,6.83333333333333,"JF","JF","CW","JF","SR",4.11,411.02
"551","PYW_S_2010","PYW_S","PYW","S",2010,0,0,0,0,0,0.13,0.13,0.63,0.13,0.63,2,1,3,2,3,139,148,158,175,189,9.26666666666667,7.11666666666667,8.58333333333333,9.4,7.25,"TH","TL","SR","SR","TH",3.5,350
"552","PYW_S_2012","PYW_S","PYW","S",2012,0,0,0,0,0,0.88,0.38,0.38,0.88,0.13,4,3,2,3,3,141,148,158,167,180,6.91666666666667,6.66666666666667,6.95,6.86666666666667,7.01666666666667,"TL","CD","SR","CD","SR",3.5,350
"553","PYW_S_2014","PYW_S","PYW","S",2014,0,0,0,0,0,0.13,0.88,0.13,0.63,0.38,3,3,4,3,1,138,149,165,182,197,7.95,7.3,6.31666666666667,6.55,8.86666666666667,"SR","CD","CD","CD","SBN",3.5,350
"554","PYW_S_2021","PYW_S","PYW","S",2021,0,0,0,0,0,0.13,0.38,0.63,0.63,0.13,2,1,2,3,1,154,165,179,189,201,8.48333333333333,8.18333333333333,9.36666666666667,8.65,7.21666666666667,"JJC","JEM","WPT","JJC","JJC",3.5,350
"555","PYW_S_2023","PYW_S","PYW","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,2,1,1,3,2,157,170,179,189,195,7.76666666666667,9.48333333333333,7.18333333333333,6.96666666666667,8.65,"WPT","JJC","HKG","JLS","JJC",3.5,350
"556","RC2_C_2014","RC2_C","RC2","C",2014,0,0,0,0,0,0.13,0.63,0.38,0.13,0.13,3,4,3,3,1,138,152,167,184,198,9.1,9.06666666666667,8.63333333333333,8.93333333333333,7.73333333333333,"CD","CD","CD","CD","CD",2,200
"557","RC2_C_2017","RC2_C","RC2","C",2017,0,0,0,0,0,0.63,0.38,0.63,0.13,0.38,2,4,2,2,2,149,161,174,192,202,6.2,7.55,6.7,7.98333333333333,6.41666666666667,"JJC","ALL","JJC","JD","JD",2,200
"558","RC2_N_2015","RC2_N","RC2","N",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,2,4,2,2,148,160,176,189,210,6.28333333333333,7.51666666666667,6.88333333333333,6.61666666666667,6.83333333333333,"BSV","BSV","SR","BSV","BSV",2,200
"559","RC2_N_2016","RC2_N","RC2","N",2016,0,0,0,0,0,0.13,0.13,0.38,0.63,0.63,1,1,3,3,1,150,164,177,196,212,7.03333333333333,6.81666666666667,8.85,9.68333333333333,9.56666666666667,"JJC","SR","ACW","SBN","JJC",2,200
"560","RC2_N_2017","RC2_N","RC2","N",2017,0,0,0,NA,0,0.63,0.13,0.63,0.37,0.38,1,4,2,2.29,1,149,161,174,182.77,202,6.5,7.81666666666667,6.95,7.79,6.66666666666667,"JJC","ALL","JJC",NA,"JD",2,200
"561","RC2_N_2018","RC2_N","RC2","N",2018,0,0,0,0,0,0.38,0.88,0.88,0.13,0.13,3,1,4,2,3,145,163,172,188,201,6.75,7.53333333333333,6.7,8.03333333333333,9.36666666666667,"TMS","TMS","TMS","TMS","TMS",2,200
"562","RC2_S_2015","RC2_S","RC2","S",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,1,4,2,2,148,160,176,189,210,5.85,7.1,6.45,6.13333333333333,6.43333333333333,"BSV","BSV","SR","BSV","BSV",2,200
"563","RC2_S_2016","RC2_S","RC2","S",2016,0,0,0,0,0,0.13,0.13,0.38,0.63,0.63,1,1,3,2,1,150,164,177,196,212,6.28333333333333,7.1,8.11666666666667,9.05,8.9,"JJC","SR","ACW","SBN","JJC",2,200
"564","RC2_S_2017","RC2_S","RC2","S",2017,0,0,0,0,0,0.63,0.13,0.63,0.13,0.38,2,4,2,2,1,149,161,174,190,202,6,7.31666666666667,6.46666666666667,7.45,6.2,"JJC","ALL","JJC","JD","JD",2,200
"565","RC2_S_2018","RC2_S","RC2","S",2018,0,0,0,0,0,0.38,0.88,0.88,0.13,0.13,3,1,4,1,3,145,163,172,188,201,6.21666666666667,7.15,6.23333333333333,7.7,9,"TMS","TMS","TMS","TMS","TMS",2,200
"566","RCH2007_N_2008","RCH2007_N","RCH2007","N",2008,0,0,0,0,0,0.13,0.38,0.88,0.88,0.38,1,2,2,3,2,135,140,156,165,177,6.68333333333333,7.43333333333333,6.91666666666667,9.93333333333333,6.15,"CW","JF","CW","SR","JF",1.96,196.16
"567","RCH2007_N_2009","RCH2007_N","RCH2007","N",2009,0,0,0,0,0,0.38,0.13,0.13,0.13,0.13,3,1,2,2,1,155,160,168,180,188,8.83333333333333,8.83333333333333,9,9.2,6.81666666666667,"JO","EH","JO","FP","EH",1.96,196.16
"568","RCH2007_N_2010","RCH2007_N","RCH2007","N",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.38,3,1,3,1,2,144,152,168,180,189,8.23333333333333,7.58333333333333,7.6,7,7.45,"SR","TL","TL","TL","TL",2,200
"569","RCH2007_N_2011","RCH2007_N","RCH2007","N",2011,0,0,0,0,0,0.13,0.13,0.13,0.88,0.13,4,4,2,1,2,143,154,158,167,183,9.08333333333333,8.33333333333333,7.18333333333333,9.63333333333333,6.3,"SR","CP","SR","SR","CP",2,200
"570","RCH2007_N_2012","RCH2007_N","RCH2007","N",2012,0,0,0,0,0,0.13,0.37,0.13,0.38,0.13,2,2.4,1,2,3,142,148,157,173,180,8.53333333333333,7.03333333333333,6.65,8.13333333333333,8.18333333333333,"SR","SR","CD","CD","SR",2,200
"571","RCH2007_S_2008","RCH2007_S","RCH2007","S",2008,0,0,0,0,0,0.13,0.38,0.88,0.63,0.38,1,4,2,2,2,135,140,156,165,177,6.53333333333333,7.65,6.81666666666667,9.81666666666667,6.31666666666667,"JF","SR","JF","CW","JF",2.85,285
"572","RCH2007_S_2009","RCH2007_S","RCH2007","S",2009,0,0,0,0,0,0.38,0.13,0.13,0.13,0.13,3,1,2,2,1,155,160,168,180,188,9.03333333333333,9.03333333333333,8.48333333333333,9.36666666666667,7,"JO","EH","JO","FP","EH",2.85,285
"573","RCH2007_S_2011","RCH2007_S","RCH2007","S",2011,0,0,0,0,0,0.13,0.13,0.13,0.88,0.13,2.29,4,2,1,2,143,154,158,167,183,9.21666666666667,8.48333333333333,7.31666666666667,9.76666666666667,6.46666666666667,"SR","CP","SR","SR","CP",3,300
"574","RCH2007_S_2012","RCH2007_S","RCH2007","S",2012,0,0,0,0,0,0.13,0.37,0.13,0.13,0.13,2,2.4,1,2,4,142,148,157,173,180,8.81666666666667,7.46666666666667,6.96666666666667,8.45,8.48333333333333,"SR","SR","CD","CD","SR",3,300
"575","RCH2007_W_2011","RCH2007_W","RCH2007","W",2011,0,0,0,0,0,0.13,0.13,0.13,0.88,0.13,4,4,2,1,2,143,154,158,167,183,8.9,8.16666666666667,6.93333333333333,9.46666666666667,6.06666666666667,"SR","CP","SR","SR","CP",3,300
"576","RCH2007_W_2012","RCH2007_W","RCH2007","W",2012,0,0,0,0,0,0.13,0.38,0.13,0.38,0.13,2,4,1,1,3,142,148,157,173,180,8.3,6.8,6.41666666666667,7.38333333333333,8,"SR","SR","CD","CD","SR",3,300
"577","RCH2014_C_2021","RCH2014_C","RCH2014","C",2021,0,0,0,0,0,0.38,0.13,0.38,0.63,0.38,1,2,1,3,1,153,167,178,190,200,6.71666666666667,6.1,9.08333333333333,8.93333333333333,6.4,"JEM","JNA","JJC","JEM","JEM",3,300
"578","RCH2014_E_2022","RCH2014_E","RCH2014","E",2022,NA,0,0,0,0,0.36,0.38,0.38,0.13,0.63,2.29,3,2,3,3,147.14,168,179,191,196,7.72,7.73333333333333,8.43333333333333,9.83333333333333,9.13333333333333,NA,"WPT","JJC","HKG","JLS",3,300
"579","RCH2014_W_2017","RCH2014_W","RCH2014","W",2017,0,0,0,0,0,0.38,0.13,0.38,0.63,0.38,1,4,3,4,2,149,161,174,191,202,5.96666666666667,5.61666666666667,7.41666666666667,5.86666666666667,6.98333333333333,"JD","ALL","JJC","ALL","JD",2,200
"580","RCH2014_W_2021","RCH2014_W","RCH2014","W",2021,0,0,0,0,0,0.38,0.13,0.38,0.38,0.38,1,3,2,2,1,153,167,178,190,200,6.35,7.98333333333333,9.4,8.5,7.5,"JEM","JNA","JJC","JEM","JEM",2,200
"581","RCH2014_W_2022","RCH2014_W","RCH2014","W",2022,NA,0,0,0,0,0.36,0.38,0.13,0.13,0.63,2.29,3,2,3,3,147.14,168,179,191,196,7.72,6.51666666666667,7.56666666666667,8.63333333333333,8.36666666666667,NA,"WPT","JJC","HKG","JLS",2,200
"582","RCH2014_W_2023","RCH2014_W","RCH2014","W",2023,0,0,0,0,0,0.13,0.13,0.38,0.38,0.13,1,3,2,2,1,157,171,183,190,195,9.36666666666667,8.86666666666667,8.41666666666667,6.26666666666667,8.36666666666667,"JJC","WPT","JLS","JLS","HKG",2,200
"583","RIE_E_2016","RIE_E","RIE","E",2016,0,0,0,0,0,0.63,0.13,0.38,0.38,0.63,2,2,2,2,2,152,164,177,192,211,7.61666666666667,7.76666666666667,7.91666666666667,8.3,8.61666666666667,"JJC","SR","SBN","ACW","JJC",3,300
"584","RIE_E_2023","RIE_E","RIE","E",2023,0,0,0,0,NA,0.88,0.13,0.38,0.13,0.37,2,3,1,2,2.15,158,170,184,190,195.25,7.3,7.45,7.55,9.41666666666667,7.82,"JJC","WPT","JLS","JJC",NA,3,300
"585","RIE_N_2021","RIE_N","RIE","N",2021,0,0,0,0,0,0.38,0.13,0.38,0.63,0.13,2,1,1,2,3,153,166,178,187,200,7.5,6.1,5.98333333333333,6.01666666666667,7.78333333333333,"WPT","JEM","JNA","HKG","JJC",5,500
"586","RIE_W_2016","RIE_W","RIE","W",2016,0,0,0,0,0,0.63,0.13,0.63,0.38,0.88,2,3,2,2,1,152,164,177,192,211,7.26666666666667,7.51666666666667,7.38333333333333,7.78333333333333,8.15,"JJC","SR","SBN","ACW","JJC",3,300
"587","RIE_W_2023","RIE_W","RIE","W",2023,0,0,0,0,NA,0.88,0.13,0.38,0.13,0.37,2,2,1,3,2.15,158,170,184,190,195.25,6.96666666666667,7.88333333333333,7.25,9.08333333333333,7.82,"JJC","WPT","JLS","JJC",NA,3,300
"588","RIN_E_2008","RIN_E","RIN","E",2008,0,0,0,0,0,0.13,0.38,0.13,0.38,0.88,4,4,2,4,3,133,140,142,150,160,9.48333333333333,6.93333333333333,9.8,8.3,8.7,"JF","SR","SR","FP","CW",2.25,224.96
"589","RIN_E_2009","RIN_E","RIN","E",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,7.06666666666667,7.1,9.9,8.08333333333333,9.63333333333333,"SR","SR","SR","FP","EH",2.25,224.96
"590","RIN_E_2010","RIN_E","RIN","E",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.38,4,3,3,3,3,142,152,160,181,189,9.51666666666667,8.8,8.7,7.38333333333333,8.95,"SR","SR","SR","SR","TL",3,300
"591","RIN_E_2011","RIN_E","RIN","E",2011,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,2,3,3,2,3,143,152,157,167,179,7.8,7.26666666666667,8.15,8.16666666666667,9.25,"CP","SR","SR","CP","SR",3,300
"592","RIN_E_2012","RIN_E","RIN","E",2012,0,0,0,0,0,0.38,0.63,0.13,0.13,0.63,3,2,3,4,4,139,145,157,171,178,8.56666666666667,6.78333333333333,9.3,8.3,8.5,"CD","SR","CD","SR","CD",3,300
"593","RIN_E_2013","RIN_E","RIN","E",2013,0,0,0,0,0,0.13,0.88,0.88,0.13,0.88,2,1,1,3,3,137,156,168,177,189,7.21666666666667,9,9.08333333333333,8.23333333333333,9.76666666666667,"SR","CD","AM","AM","AM",3,300
"594","RIN_E_2014","RIN_E","RIN","E",2014,0,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,164,158.38,169.67,182.77,195.25,8.46666666666667,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"595","RIN_E_2015","RIN_E","RIN","E",2015,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,2,4,4,2,1,142,157,171,194,214,8.25,9.05,9.25,6.61666666666667,6.96666666666667,"BSV","BSV","SR","BSV","JJC",3,300
"596","RIN_E_2017","RIN_E","RIN","E",2017,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,8.88333333333333,6.16666666666667,6.95,6.48333333333333,7.9,"ALL","JJC","JD","JD","JJC",3,300
"597","RIN_E_2021","RIN_E","RIN","E",2021,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,7.36666666666667,9.15,7.53333333333333,7.08333333333333,8.5,"JJC","JEM","HKG","JNA","JEM",3,300
"598","RIN_S_2007","RIN_S","RIN","S",2007,0,NA,0,0,0,0.63,0.37,0.13,0.13,0.13,1,2.4,1,1,1,148,158.38,165,176,186,8.9,7.61,6.85,9.15,7.21666666666667,"CW",NA,"FP","JF","FP",1.62,161.97
"599","RIN_S_2008","RIN_S","RIN","S",2008,0,0,0,0,0,0.13,0.63,0.13,0.38,0.88,2,4,2,3,2,133,140,142,150,161,9.16666666666667,6.63333333333333,9.5,7.98333333333333,8.68333333333333,"JF","SR","SR","FP","SR",1.62,161.97
"600","RIN_S_2009","RIN_S","RIN","S",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,6.68333333333333,6.81666666666667,9.63333333333333,7.78333333333333,9.35,"SR","SR","SR","FP","EH",1.62,161.97
"601","RIN_S_2010","RIN_S","RIN","S",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.38,4,3,3,3,3,142,152,160,181,189,9.23333333333333,8.46666666666667,8.41666666666667,7.03333333333333,8.46666666666667,"SR","SR","SR","SR","TL",1,100
"602","RIN_S_2011","RIN_S","RIN","S",2011,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,3,3,3,1,3,143,152,157,167,179,7.51666666666667,7,7.86666666666667,7.96666666666667,8.93333333333333,"CP","SR","SR","CP","SR",1,100
"603","RIN_S_2012","RIN_S","RIN","S",2012,0,0,0,0,0,0.38,0.63,0.13,0.13,0.63,3,2,2,5,3,139,145,157,171,178,8.33333333333333,6.63333333333333,9.1,8,8.2,"CD","SR","CD","SR","CD",1,100
"604","RIN_S_2013","RIN_S","RIN","S",2013,0,0,0,0,0,0.13,0.88,0.88,0.13,0.63,2,2,1,2,3,137,156,168,177,189,6.93333333333333,8.71666666666667,8.66666666666667,7.83333333333333,9.46666666666667,"SR","CD","AM","AM","AM",1,100
"605","RIN_S_2015","RIN_S","RIN","S",2015,0,0,0,0,0,0.38,0.88,0.13,0.38,0.38,2,2,4,2,1,142,157,171,194,214,7.91666666666667,8.75,9,6.26666666666667,6.56666666666667,"BSV","BSV","SR","BSV","JJC",1,100
"606","RIN_S_2017","RIN_S","RIN","S",2017,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,1,2,1,1,2,150,161,174,190,206,8.46666666666667,5.86666666666667,6.61666666666667,6,7.63333333333333,"ALL","JJC","JD","JD","JJC",1,100
"607","RIN_S_2018","RIN_S","RIN","S",2018,0,0,0,0,0,0.38,0.63,0.88,0.13,0.13,3,1,4,1,2,145,163,173,189,202,8.8,7.26666666666667,9.16666666666667,6.65,8.71666666666667,"TMS","JJC","BJE","JJC","JJC",1,100
"608","RIN_S_2021","RIN_S","RIN","S",2021,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,6.6,8.73333333333333,7.13333333333333,6.61666666666667,8.06666666666667,"JJC","JEM","HKG","JNA","JEM",1,100
"609","RIN_S_2022","RIN_S","RIN","S",2022,0,0,0,0,0,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.31666666666667,8.56666666666667,7.26666666666667,6.2,8.51666666666667,"HKG","JLS","WPT","NGP","HKG",1,100
"610","RIN_S_2023","RIN_S","RIN","S",2023,0,0,0,0,0,0.63,0.13,0.38,0.38,0.13,1,2,2,1,1,158,170,179,190,194,9.55,8.65,6.41666666666667,8.31666666666667,9.06666666666667,"JJC","WPT","JJC","HKG","JJC",1,100
"611","RIN_W_2007","RIN_W","RIN","W",2007,0,0,0,0,0,0.38,0.63,0.13,0.13,0.13,3,4,2,1,1,148,157,165,176,186,9.11666666666667,6.43333333333333,6.63333333333333,9.13333333333333,7.31666666666667,"JF","JF","FP","JF","FP",2.53,252.94
"612","RIN_W_2008","RIN_W","RIN","W",2008,0,0,0,0,0,0.13,0.63,0.13,0.38,0.88,2,2,2,3,2,133,140,142,150,161,9.25,6.66666666666667,9.71666666666667,8.18333333333333,8.76666666666667,"JF","JF","SR","FP","SR",2.53,252.94
"613","RIN_W_2009","RIN_W","RIN","W",2009,0,0,0,0,0,0.38,0.13,0.88,0.37,0.13,1,1,2,2.29,1,155,160,167,183,188,6.8,6.91666666666667,9.7,7.88333333333333,9.45,"SR","SR","SR","FP","EH",2.53,252.94
"614","RIN_W_2010","RIN_W","RIN","W",2010,0,0,0,0,0,0.13,0.38,0.13,0.13,0.63,4,3,3,3,3,142,152,160,181,189,9.3,8.56666666666667,8.5,7.13333333333333,8.6,"SR","SR","SR","SR","TL",2,200
