"","past_pat_year","past_pat","pasture_id","patch_id","year","HESP_1","HESP_2","HESP_3","HESP_4","HESP_5","clouds_1","clouds_2","clouds_3","clouds_4","clouds_5","wind_1","wind_2","wind_3","wind_4","wind_5","julian_date_1","julian_date_2","julian_date_3","julian_date_4","julian_date_5","start_time_1","start_time_2","start_time_3","start_time_4","start_time_5","observer_1","observer_2","observer_3","observer_4","observer_5","area_surveyed","transect_length"
"515","PYW_S_2022","PYW_S","PYW","S",2022,0,0,0,0,0,0.88,0.13,0.63,0.88,0.63,2,3,1,2,3,158,169,183,189,196,6.88333333333333,8.11666666666667,7.13333333333333,8.21666666666667,6.83333333333333,"WPT","NGP","JLS","HKG","JLS",3.5,350
"516","PYW_S_2023","PYW_S","PYW","S",2023,0,0,0,0,0,0.13,0.13,0.63,0.88,0.13,2,1,1,3,2,157,170,179,189,195,7.76666666666667,9.48333333333333,7.18333333333333,6.96666666666667,8.65,"WPT","JJC","HKG","JLS","JJC",3.5,350
"517","RC2_C_2014","RC2_C","RC2","C",2014,0,0,0,0,0,0.13,0.63,0.38,0.13,0.13,3,4,3,3,1,138,152,167,184,198,9.1,9.06666666666667,8.63333333333333,8.93333333333333,7.73333333333333,"CD","CD","CD","CD","CD",2,200
"518","RC2_C_2015","RC2_C","RC2","C",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,1,4,2,2,148,160,176,189,210,6.05,7.36666666666667,6.7,6.43333333333333,6.65,"BSV","BSV","SR","BSV","BSV",2,200
"519","RC2_N_2014","RC2_N","RC2","N",2014,0,0,0,0,0,0.13,0.63,0.63,0.13,0.13,3,4,3,3,1,138,152,167,184,198,9.26666666666667,9.23333333333333,8.81666666666667,9.13333333333333,7.95,"CD","CD","CD","CD","CD",2,200
"520","RC2_N_2015","RC2_N","RC2","N",2015,0,0,0,0,0,0.38,0.13,0.13,0.88,0.88,2,2,4,2,2,148,160,176,189,210,6.28333333333333,7.51666666666667,6.88333333333333,6.61666666666667,6.83333333333333,"BSV","BSV","SR","BSV","BSV",2,200
"521","RC2_N_2017","RC2_N","RC2","N",2017,0,0,0,NA,0,0.63,0.13,0.63,0.37,0.38,1,4,2,2.29,1,149,161,174,182.77,202,6.5,7.81666666666667,6.95,7.79,6.66666666666667,"JJC","ALL","JJC",NA,"JD",2,200
"522","RC2_S_2014","RC2_S","RC2","S",2014,0,0,0,0,0,0.13,0.63,0.38,0.13,0.13,2,4,3,3,1,138,152,167,184,198,8.96666666666667,8.88333333333333,8.43333333333333,8.71666666666667,7.55,"CD","CD","CD","CD","CD",2,200
"523","RCH2007_N_2007","RCH2007_N","RCH2007","N",2007,0,0,0,0,0,0.13,0.13,0.13,0.13,0.13,1,1,3,2,3,145,151,156,166,176,6.68333333333333,6.8,7.81666666666667,6.3,9.53333333333333,"MN","FP","JF","CW","FP",1.96,196.16
"524","RCH2007_N_2010","RCH2007_N","RCH2007","N",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.38,3,1,3,1,2,144,152,168,180,189,8.23333333333333,7.58333333333333,7.6,7,7.45,"SR","TL","TL","TL","TL",2,200
"525","RCH2007_N_2012","RCH2007_N","RCH2007","N",2012,0,0,0,0,0,0.13,0.37,0.13,0.38,0.13,2,2.4,1,2,3,142,148,157,173,180,8.53333333333333,7.03333333333333,6.65,8.13333333333333,8.18333333333333,"SR","SR","CD","CD","SR",2,200
"526","RCH2007_N_2013","RCH2007_N","RCH2007","N",2013,0,0,0,0,0,0.13,0.88,0.88,0.38,0.13,3,1,1,3,3,144,156,168,181,195,9.2,7.73333333333333,8.65,9.61666666666667,9.55,"AM","SR","CD","CD","AM",2,200
"527","RCH2007_S_2008","RCH2007_S","RCH2007","S",2008,0,0,0,0,0,0.13,0.38,0.88,0.63,0.38,1,4,2,2,2,135,140,156,165,177,6.53333333333333,7.65,6.81666666666667,9.81666666666667,6.31666666666667,"JF","SR","JF","CW","JF",2.85,285
"528","RCH2007_S_2011","RCH2007_S","RCH2007","S",2011,0,0,0,0,0,0.13,0.13,0.13,0.88,0.13,2.29,4,2,1,2,143,154,158,167,183,9.21666666666667,8.48333333333333,7.31666666666667,9.76666666666667,6.46666666666667,"SR","CP","SR","SR","CP",3,300
"529","RCH2007_S_2012","RCH2007_S","RCH2007","S",2012,0,0,0,0,0,0.13,0.37,0.13,0.13,0.13,2,2.4,1,2,4,142,148,157,173,180,8.81666666666667,7.46666666666667,6.96666666666667,8.45,8.48333333333333,"SR","SR","CD","CD","SR",3,300
"530","RCH2007_S_2013","RCH2007_S","RCH2007","S",2013,0,0,0,0,0,0.38,0.88,0.88,0.38,0.13,3,1,1,3,2,144,156,168,181,195,9.5,7.98333333333333,8.83333333333333,9.88333333333333,9.91666666666667,"AM","SR","CD","AM","AM",3,300
"531","RCH2007_W_2007","RCH2007_W","RCH2007","W",2007,0,0,0,0,0,0.13,0.13,0.43,0.13,0.13,1,1,2.32,1,3,145,151,156,166,176,6.45,7.06666666666667,6.98333333333333,5.98333333333333,9.3,"JF","FP","JF","CW","FP",2.46,246.01
"532","RCH2007_W_2008","RCH2007_W","RCH2007","W",2008,0,0,0,0,0,0.13,0.38,0.88,0.88,0.38,1,4,2,3,2,135,140,156,165,177,6.41666666666667,7.4,6.73333333333333,9.76666666666667,6,"CW","SR","CW","SR","JF",2.46,246.01
"533","RCH2007_W_2010","RCH2007_W","RCH2007","W",2010,0,0,0,0,0,0.13,0.13,0.38,0.13,0.38,4,1,3,1,2,144,152,168,180,189,8,6.93333333333333,7.16666666666667,6.58333333333333,7.01666666666667,"SR","TL","TL","TL","TL",3,300
"534","RCH2007_W_2012","RCH2007_W","RCH2007","W",2012,0,0,0,0,0,0.13,0.38,0.13,0.38,0.13,2,4,1,1,3,142,148,157,173,180,8.3,6.8,6.41666666666667,7.38333333333333,8,"SR","SR","CD","CD","SR",3,300
"535","RCH2007_W_2013","RCH2007_W","RCH2007","W",2013,0,0,0,0,0,0.13,0.88,0.88,0.13,0.13,3,1,1,3,2,144,156,168,181,195,8.71666666666667,7.56666666666667,8.41666666666667,9.4,9.3,"AM","SR","CD","AM","AM",3,300
"536","RCH2014_C_2015","RCH2014_C","RCH2014","C",2015,0,0,0,0,0,0.88,0.13,0.13,0.88,0.88,2,2,3,2,2,146,160,178,189,210,9.33333333333333,8.23333333333333,6.26666666666667,7.3,7.56666666666667,"BSV","BSV","BSV","BSV","BSV",3,300
"537","RCH2014_C_2016","RCH2014_C","RCH2014","C",2016,0,0,0,0,0,0.13,0.88,0.38,0.38,0.63,1,3,2,1,1,153,163,177,196,212,6.38333333333333,9.1,6.65,7.75,7.53333333333333,"SR","SR","ACW","SBN","JJC",3,300
"538","RCH2014_C_2018","RCH2014_C","RCH2014","C",2018,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,3,2,4,2,4,145,161,172,188,201,7.55,6.61666666666667,7.6,6.55,9.23333333333333,"TMS","SR","JJC","JJC","TMS",3,300
"539","RCH2014_C_2021","RCH2014_C","RCH2014","C",2021,0,0,0,0,0,0.38,0.13,0.38,0.63,0.38,1,2,1,3,1,153,167,178,190,200,6.71666666666667,6.1,9.08333333333333,8.93333333333333,6.4,"JEM","JNA","JJC","JEM","JEM",3,300
"540","RCH2014_C_2022","RCH2014_C","RCH2014","C",2022,NA,0,0,0,0,0.36,0.38,0.13,0.13,0.63,2.29,2,1,3,3,147.14,168,179,191,196,7.72,7.01666666666667,7.98333333333333,9.21666666666667,8.73333333333333,NA,"WPT","JJC","HKG","JLS",3,300
"541","RCH2014_C_2023","RCH2014_C","RCH2014","C",2023,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,1,3,3,1,1,157,171,183,190,195,8.3,9.25,8.76666666666667,6.58333333333333,8.93333333333333,"JJC","WPT","JLS","JLS","HKG",3,300
"542","RCH2014_E_2015","RCH2014_E","RCH2014","E",2015,0,0,0,0,0,0.88,0.38,0.13,0.88,0.63,2,2,2,1,2,146,160,178,189,210,9.66666666666667,8.5,6.58333333333333,7.63333333333333,7.81666666666667,"BSV","BSV","BSV","BSV","BSV",3,300
"543","RCH2014_E_2021","RCH2014_E","RCH2014","E",2021,0,0,0,0,0,0.38,0.13,0.38,0.88,0.38,1,2,1,3,1,153,167,178,190,200,7.2,6.53333333333333,8.58333333333333,9.33333333333333,6.81666666666667,"JEM","JNA","JJC","JEM","JEM",3,300
"544","RCH2014_E_2022","RCH2014_E","RCH2014","E",2022,NA,0,0,0,0,0.36,0.38,0.38,0.13,0.63,2.29,3,2,3,3,147.14,168,179,191,196,7.72,7.73333333333333,8.43333333333333,9.83333333333333,9.13333333333333,NA,"WPT","JJC","HKG","JLS",3,300
"545","RCH2014_E_2023","RCH2014_E","RCH2014","E",2023,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,1,3,3,1,1,157,171,183,190,195,8.6,8.48333333333333,9.13333333333333,6.98333333333333,8.65,"JJC","WPT","JLS","JLS","HKG",3,300
"546","RCH2014_N_2015","RCH2014_N","RCH2014","N",2015,NA,NA,NA,0,NA,0.36,0.37,0.43,0.88,0.37,2.29,2.4,2.32,2,2.15,147.14,158.38,169.67,189,195.25,7.72,7.61,7.59,6.98333333333333,7.82,NA,NA,NA,"BSV",NA,3,300
"547","RCH2014_W_2014","RCH2014_W","RCH2014","W",2014,0,0,0,0,0,0.13,0.38,0.63,0.13,0.13,2,4,2,2,1,138,152,167,184,198,7.68333333333333,7.66666666666667,5.88333333333333,8.71666666666667,8.23333333333333,"CD","CD","CD","ORG","CD",2,200
"548","RCH2014_W_2015","RCH2014_W","RCH2014","W",2015,0,0,0,NA,0,0.88,0.13,0.88,0.37,0.88,2,1,2,2.29,2,146,160,177,182.77,210,8.9,7.9,9.06666666666667,7.79,7.16666666666667,"BSV","BSV","BSV",NA,"BSV",2,200
"549","RCH2014_W_2016","RCH2014_W","RCH2014","W",2016,0,0,0,0,0,0.38,0.63,0.38,0.38,0.38,1,3,2,2,1,153,163,177,196,212,7.31666666666667,9.73333333333333,6.1,7.25,7.41666666666667,"SR","SR","ACW","SBN","JJC",2,200
"550","RCH2014_W_2017","RCH2014_W","RCH2014","W",2017,0,0,0,0,0,0.38,0.13,0.38,0.63,0.38,1,4,3,4,2,149,161,174,191,202,5.96666666666667,5.61666666666667,7.41666666666667,5.86666666666667,6.98333333333333,"JD","ALL","JJC","ALL","JD",2,200
"551","RCH2014_W_2018","RCH2014_W","RCH2014","W",2018,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,2,1,4,3,3,145,161,172,188,201,7.21666666666667,7.46666666666667,7.21666666666667,6.25,8.98333333333333,"TMS","SR","JJC","JJC","TMS",2,200
"552","RCH2014_W_2021","RCH2014_W","RCH2014","W",2021,0,0,0,0,0,0.38,0.13,0.38,0.38,0.38,1,3,2,2,1,153,167,178,190,200,6.35,7.98333333333333,9.4,8.5,7.5,"JEM","JNA","JJC","JEM","JEM",2,200
"553","RCH2014_W_2022","RCH2014_W","RCH2014","W",2022,NA,0,0,0,0,0.36,0.38,0.13,0.13,0.63,2.29,3,2,3,3,147.14,168,179,191,196,7.72,6.51666666666667,7.56666666666667,8.63333333333333,8.36666666666667,NA,"WPT","JJC","HKG","JLS",2,200
"554","RCH2014_W_2023","RCH2014_W","RCH2014","W",2023,0,0,0,0,0,0.13,0.13,0.38,0.38,0.13,1,3,2,2,1,157,171,183,190,195,9.36666666666667,8.86666666666667,8.41666666666667,6.26666666666667,8.36666666666667,"JJC","WPT","JLS","JLS","HKG",2,200
"555","RIE_E_2015","RIE_E","RIE","E",2015,0,0,0,0,0,0.88,0.88,0.38,0.63,0.38,3,2,3,2,2,148,157,171,195,212,9.08333333333333,8.2,6.95,8.66666666666667,9.55,"BSV","BSV","BSV","BSV","BSV",2,300
"556","RIE_E_2016","RIE_E","RIE","E",2016,0,0,0,0,0,0.63,0.13,0.38,0.38,0.63,2,2,2,2,2,152,164,177,192,211,7.61666666666667,7.76666666666667,7.91666666666667,8.3,8.61666666666667,"JJC","SR","SBN","ACW","JJC",3,300
"557","RIE_E_2021","RIE_E","RIE","E",2021,0,0,0,0,0,0.38,0.13,0.63,0.63,0.13,2,1,1,2,3,153,166,178,187,200,9.18333333333333,7.58333333333333,7.53333333333333,7.38333333333333,8.73333333333333,"WPT","JEM","JNA","HKG","JJC",3,300
"558","RIE_E_2022","RIE_E","RIE","E",2022,0,0,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,2,3,2.29,2.15,155,168,183,182.77,195.25,7.6,8.38333333333333,7.43333333333333,7.79,7.82,"HKG","JJC","NGP",NA,NA,3,300
"559","RIE_E_2023","RIE_E","RIE","E",2023,0,0,0,0,NA,0.88,0.13,0.38,0.13,0.37,2,3,1,2,2.15,158,170,184,190,195.25,7.3,7.45,7.55,9.41666666666667,7.82,"JJC","WPT","JLS","JJC",NA,3,300
"560","RIE_N_2015","RIE_N","RIE","N",2015,0,0,0,0,0,0.38,0.88,0.38,0.63,0.63,2,2,3,2,2,148,157,171,194,212,8.15,7.4,6.01666666666667,8.9,8.26666666666667,"BSV","BSV","BSV","BSV","BSV",5,500
"561","RIE_N_2016","RIE_N","RIE","N",2016,0,0,0,0,0,0.63,0.13,0.63,0.38,0.38,2,2,3,2,1,152,164,177,192,211,6.43333333333333,8.18333333333333,6.33333333333333,6.65,7.3,"JJC","SR","SBN","ACW","JJC",5,500
"562","RIE_N_2021","RIE_N","RIE","N",2021,0,0,0,0,0,0.38,0.13,0.38,0.63,0.13,2,1,1,2,3,153,166,178,187,200,7.5,6.1,5.98333333333333,6.01666666666667,7.78333333333333,"WPT","JEM","JNA","HKG","JJC",5,500
"563","RIE_N_2022","RIE_N","RIE","N",2022,0,0,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,1,3,2.29,2.15,106,168,183,182.77,195.25,6.36666666666667,7.43333333333333,6.23333333333333,7.79,7.82,"HKG","JJC","NGP",NA,NA,5,500
"564","RIE_N_2023","RIE_N","RIE","N",2023,0,0,0,0,NA,0.88,0.63,0.38,0.13,0.37,2,3,1,1,2.15,158,170,184,190,195.25,6.21666666666667,6.38333333333333,6.45,8.5,7.82,"JJC","WPT","JLS","JJC",NA,5,500
"565","RIE_W_2015","RIE_W","RIE","W",2015,0,0,0,0,0,0.63,0.88,0.38,0.63,0.63,3,2,3,2,2,148,157,171,195,212,8.7,7.93333333333333,6.66666666666667,8.05,9.1,"BSV","BSV","BSV","BSV","BSV",3,300
"566","RIE_W_2016","RIE_W","RIE","W",2016,0,0,0,0,0,0.63,0.13,0.63,0.38,0.88,2,3,2,2,1,152,164,177,192,211,7.26666666666667,7.51666666666667,7.38333333333333,7.78333333333333,8.15,"JJC","SR","SBN","ACW","JJC",3,300
"567","RIE_W_2021","RIE_W","RIE","W",2021,0,0,0,0,0,0.38,0.13,0.63,0.63,0.13,2,1,1,2,2,153,166,178,187,200,8.51666666666667,7.1,7.03333333333333,6.9,8.31666666666667,"WPT","JEM","JNA","HKG","JJC",3,300
"568","RIE_W_2022","RIE_W","RIE","W",2022,0,0,0,NA,NA,0.63,0.38,0.63,0.37,0.37,1,2,3,2.29,2.15,155,168,183,182.77,195.25,7.25,8.11666666666667,7.11666666666667,7.79,7.82,"HKG","JJC","NGP",NA,NA,3,300
"569","RIE_W_2023","RIE_W","RIE","W",2023,0,0,0,0,NA,0.88,0.13,0.38,0.13,0.37,2,2,1,3,2.15,158,170,184,190,195.25,6.96666666666667,7.88333333333333,7.25,9.08333333333333,7.82,"JJC","WPT","JLS","JJC",NA,3,300
"570","RIN_E_2009","RIN_E","RIN","E",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,7.06666666666667,7.1,9.9,8.08333333333333,9.63333333333333,"SR","SR","SR","FP","EH",2.25,224.96
"571","RIN_E_2012","RIN_E","RIN","E",2012,0,0,0,0,0,0.38,0.63,0.13,0.13,0.63,3,2,3,4,4,139,145,157,171,178,8.56666666666667,6.78333333333333,9.3,8.3,8.5,"CD","SR","CD","SR","CD",3,300
"572","RIN_E_2014","RIN_E","RIN","E",2014,0,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,164,158.38,169.67,182.77,195.25,8.46666666666667,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,3,300
"573","RIN_E_2017","RIN_E","RIN","E",2017,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,1,3,3,1,3,150,161,174,190,206,8.88333333333333,6.16666666666667,6.95,6.48333333333333,7.9,"ALL","JJC","JD","JD","JJC",3,300
"574","RIN_E_2021","RIN_E","RIN","E",2021,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,7.36666666666667,9.15,7.53333333333333,7.08333333333333,8.5,"JJC","JEM","HKG","JNA","JEM",3,300
"575","RIN_E_2023","RIN_E","RIN","E",2023,0,0,0,0,0,0.63,0.13,0.63,0.38,0.13,1,2,3,1,2,158,170,179,190,194,9.78333333333333,9.31666666666667,6.95,8.65,9.65,"JJC","WPT","JJC","HKG","JJC",3,300
"576","RIN_S_2009","RIN_S","RIN","S",2009,0,0,0,0,0,0.38,0.13,0.88,0.13,0.13,1,1,2,1,1,155,160,167,183,188,6.68333333333333,6.81666666666667,9.63333333333333,7.78333333333333,9.35,"SR","SR","SR","FP","EH",1.62,161.97
"577","RIN_S_2012","RIN_S","RIN","S",2012,0,0,0,0,0,0.38,0.63,0.13,0.13,0.63,3,2,2,5,3,139,145,157,171,178,8.33333333333333,6.63333333333333,9.1,8,8.2,"CD","SR","CD","SR","CD",1,100
"578","RIN_S_2017","RIN_S","RIN","S",2017,0,0,0,0,0,0.13,0.13,0.38,0.13,0.13,1,2,1,1,2,150,161,174,190,206,8.46666666666667,5.86666666666667,6.61666666666667,6,7.63333333333333,"ALL","JJC","JD","JD","JJC",1,100
"579","RIN_S_2021","RIN_S","RIN","S",2021,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,1,1,1,1,1,150,166,178,193,200,6.6,8.73333333333333,7.13333333333333,6.61666666666667,8.06666666666667,"JJC","JEM","HKG","JNA","JEM",1,100
"580","RIN_W_2012","RIN_W","RIN","W",2012,0,0,0,0,0,0.38,0.63,0.13,0.13,0.63,3,2,3,4,3,139,145,157,171,178,8.5,6.71666666666667,9.25,8.18333333333333,8.41666666666667,"CD","SR","CD","SR","CD",2,200
"581","RIN_W_2014","RIN_W","RIN","W",2014,0,NA,NA,NA,NA,0.13,0.37,0.43,0.37,0.37,2,2.4,2.32,2.29,2.15,164,158.38,169.67,182.77,195.25,8.21666666666667,7.61,7.59,7.79,7.82,"ORG",NA,NA,NA,NA,2,200
"582","RIN_W_2021","RIN_W","RIN","W",2021,0,0,0,0,0,0.63,0.13,0.63,0.63,0.13,2,1,1,1,1,150,166,178,193,200,6.98333333333333,8.85,7.25,6.73333333333333,8.18333333333333,"JJC","JEM","HKG","JNA","JEM",2,200
"583","RIN_W_2022","RIN_W","RIN","W",2022,0,0,0,0,0,0.38,0.63,0.63,0.13,0.88,2,3,2,2,1,154,166,177,190,198,9.43333333333333,8.68333333333333,7.41666666666667,6.36666666666667,8.63333333333333,"HKG","JLS","WPT","NGP","HKG",2,200
"584","RIS_C_2009","RIS_C","RIS","C",2009,0,0,0,0,0,0.38,0.13,0.13,0.38,0.88,3,1,2,2,1,155,160,168,182,194,6.91666666666667,8.8,8.7,7.41666666666667,8.48333333333333,"JO","SR","EH","FP","EH",5.6,559.67
"585","RIS_C_2010","RIS_C","RIS","C",2010,0,0,0,0,0,0.13,0.13,0.63,0.38,0.13,4,2,4,3,1,144,148,161,168,181,9.18333333333333,6.7,8.1,8.81666666666667,8.8,"SR","SR","SR","TL","TL",4,400
"586","RIS_C_2015","RIS_C","RIS","C",2015,0,0,0,0,0,0.13,0.38,0.13,0.38,0.38,2,3,3,2,2,142,157,170,194,212,6.45,6.11666666666667,6.65,7.63333333333333,6.95,"BSV","BSV","SR","BSV","BSV",4,400
"587","RIS_C_2018","RIS_C","RIS","C",2018,0,0,0,0,0,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,189,202,6.18333333333333,8.03333333333333,8,6.1,6.96666666666667,"TMS","SR","TMS","TMS","JJC",4,400
"588","RIS_C_2021","RIS_C","RIS","C",2021,0,0,0,0,0,0.88,0.38,0.88,0.38,0.38,1,3,1,2,1,150,167,179,186,200,8.5,7.23333333333333,6.38333333333333,6.48333333333333,6.26666666666667,"JNA","JEM","WPT","HKG","JJC",3.75,375
"589","RIS_C_2022","RIS_C","RIS","C",2022,0,0,0,0,0,0.63,0.63,0.88,0.38,0.63,1,1,1,3,1,158,166,183,190,198,6.88333333333333,6.53333333333333,8.06666666666667,8.25,6.73333333333333,"HKG","JJC","JJC","NGP","HKG",3.75,375
"590","RIS_N_2008","RIS_N","RIS","N",2008,0,0,0,0,0,0.63,0.13,0.38,0.38,0.88,4,3,4,3,3,134,141,148,150,165,9.25,7.88333333333333,6.43333333333333,7.86666666666667,9.08333333333333,"CW","CW","CW","SR","SR",5.26,525.92
"591","RIS_N_2009","RIS_N","RIS","N",2009,0,0,0,0,0,0.38,0.13,0.13,0.38,0.88,3,1,2,2,1,155,160,168,182,194,6.68333333333333,8.63333333333333,8.5,7.23333333333333,8.33333333333333,"JO","SR","EH","FP","EH",5.26,525.92
"592","RIS_N_2010","RIS_N","RIS","N",2010,0,0,0,0,0,0.13,0.13,0.63,0.38,0.13,4,1,4,3,2,144,148,161,168,181,9.05,6.58333333333333,7.95,8.58333333333333,8.63333333333333,"SR","SR","SR","TL","TL",4,400
"593","RIS_N_2014","RIS_N","RIS","N",2014,0,0,0,0,0,0.13,0.13,0.13,0.63,0.13,2,3,2,3,1,138,152,164,182,197,6.33333333333333,6.45,7.95,8.46666666666667,6.45,"CD","CD","CD","CD","CD",4,400
"594","RIS_N_2015","RIS_N","RIS","N",2015,0,0,0,0,0,0.13,0.13,0.13,0.13,0.38,2,3,3,2,2,142,157,170,194,212,6.25,5.93333333333333,6.51666666666667,7.46666666666667,6.73333333333333,"BSV","BSV","SR","BSV","BSV",4,400
"595","RIS_N_2017","RIS_N","RIS","N",2017,0,0,0,0,0,0.13,0.13,0.38,0.63,0.13,1,2,2,1,3,150,161,174,190,206,6.21666666666667,7.63333333333333,8.6,8.75,7.58333333333333,"ALL","JJC","JD","JD","ALL",4,400
"596","RIS_N_2018","RIS_N","RIS","N",2018,0,0,0,0,0,0.13,0.63,0.88,0.38,0.13,1,2,1,1,2,146,160,174,199,202,5.98333333333333,8.1,7.86666666666667,5.93333333333333,6.83333333333333,"TMS","SR","TMS","TMS","JJC",4,400
"597","RIS_N_2021","RIS_N","RIS","N",2021,0,0,0,0,0,0.63,0.38,0.88,0.38,0.38,2,3,1,2,1,150,167,179,186,200,8.2,6.98333333333333,6.13333333333333,6.21666666666667,6.1,"JNA","JEM","WPT","HKG","JJC",4,400
"598","RIS_N_2022","RIS_N","RIS","N",2022,0,0,0,0,0,0.38,0.88,0.88,0.38,0.63,2,3,2,3,2.15,158,166,183,190,198,7.06666666666667,6.26666666666667,7.81666666666667,7.76666666666667,6.48333333333333,"HKG","WPT","JJC","NGP","HKG",4,400
"599","RIS_N_2023","RIS_N","RIS","N",2023,0,NA,0,0,0,0.88,0.37,0.38,0.38,0.13,2,2.4,1,1,1,158,158.38,184,190,196,7.91666666666667,7.61,6.61666666666667,6.55,8,"JJC",NA,"HKG","JJC","HKG",4,400
"600","RIS_S_2008","RIS_S","RIS","S",2008,0,0,0,0,0,0.63,0.13,0.63,0.38,0.88,4,3,4,4,2,134,141,148,150,165,9.56666666666667,8.2,6.55,8.28333333333333,9.01666666666667,"CW","CW","JF","SR","CW",6.03,603
"601","RIS_S_2010","RIS_S","RIS","S",2010,0,0,0,0,0,0.13,0.13,0.63,0.38,0.13,4,2,4,4,2,144,148,161,168,181,9.41666666666667,6.98333333333333,8.43333333333333,9.11666666666667,9.06666666666667,"SR","SR","SR","TL","TL",5,500
"602","RIS_S_2013","RIS_S","RIS","S",2013,0,0,0,0,0,0.38,0.88,0.88,0.13,0.63,2,4,1,3,3,137,153,168,177,189,8.28333333333333,7.88333333333333,7.55,8.18333333333333,8.06666666666667,"SR","CD","AM","SR","SR",5,500
"603","RIS_S_2014","RIS_S","RIS","S",2014,0,0,0,0,0,0.13,0.13,0.13,0.38,0.13,2,3,2,3,1,138,152,164,182,197,6.6,6.81666666666667,8.25,8.85,6.93333333333333,"CD","CD","CD","CD","CD",5,500
"604","RIS_S_2016","RIS_S","RIS","S",2016,0,0,0,0,0,0.38,0.63,0.38,0.13,0.38,1,3,2,3,2,151,163,180,195,213,7.1,8.26666666666667,9.61666666666667,7,8.38333333333333,"JJC","SR","SBN","SR","ACW",5,500
"605","RIS_S_2021","RIS_S","RIS","S",2021,0,0,0,0,0,0.88,0.38,0.88,0.38,0.38,2,3,1,2,2,150,167,179,186,200,8.86666666666667,7.7,6.9,6.96666666666667,6.6,"JNA","JEM","WPT","HKG","JJC",5,500
"606","RIS_S_2022","RIS_S","RIS","S",2022,0,0,0,0,0,0.38,0.88,0.63,0.38,0.63,2,3,2,3,1,158,166,183,190,198,6.33333333333333,6.95,8.33333333333333,8.73333333333333,7.15,"HKG","WPT","JJC","NGP","HKG",5,500
"607","RNR_C_2015","RNR_C","RNR","C",2015,0,0,0,0,0,0.38,0.13,0.88,0.63,0.63,2,2,2,2,2,148,160,181,190,210,7.05,6.33333333333333,9.3,9.2,8.9,"BSV","BSV","BSV","BSV","BSV",2.5,250
"608","RNR_C_2016","RNR_C","RNR","C",2016,0,0,0,0,0,0.13,0.13,0.38,0.38,0.38,1,3,1,1,3,150,167,178,192,217,8.26666666666667,8.13333333333333,8.25,6.88333333333333,7.96666666666667,"JJC","SBN","ACW","JJC","SR",2.5,250
"609","RNR_C_2023","RNR_C","RNR","C",2023,0,0,0,0,0,0.13,0.13,0.63,0.38,0.13,1,3,1,1,2,157,172,183,190,195,6.65,6.76666666666667,7.93333333333333,8.18333333333333,7.2,"JJC","WPT","HKG","JLS","HKG",2.5,250
"610","RNR_E_2015","RNR_E","RNR","E",2015,0,0,0,0,0,0.38,0.13,0.88,0.63,0.63,2,2,2,2,2,148,160,181,190,210,6.66666666666667,6,8.91666666666667,8.83333333333333,8.51666666666667,"BSV","BSV","BSV","BSV","BSV",2.5,250
"611","RNR_E_2016","RNR_E","RNR","E",2016,0,0,0,0,0,0.13,0.13,0.38,0.38,0.38,1,2,1,2,3,150,167,178,192,217,7.73333333333333,7.46666666666667,7.75,6.38333333333333,7.65,"JJC","SBN","ACW","JJC","SR",2.5,250
"612","RNR_E_2017","RNR_E","RNR","E",2017,0,0,0,0,0,0.63,0.38,0.13,0.38,0.13,1,2,3,2,2,149,163,174,192,204,7.51666666666667,5.91666666666667,9.08333333333333,7.51666666666667,8.96666666666667,"JD","JJC","JD","JD","JJC",2.5,250
"613","RNR_E_2023","RNR_E","RNR","E",2023,0,0,0,0,0,0.13,0.13,0.63,0.38,0.13,1,3,1,1,2,157,172,183,190,195,6.23333333333333,6.13333333333333,7.41666666666667,7.7,6.71666666666667,"JJC","WPT","HKG","JLS","HKG",2.5,250
"614","RNR_W_2015","RNR_W","RNR","W",2015,0,0,0,0,0,0.38,0.13,0.88,0.63,0.63,2,1,1,2,2,148,160,181,190,210,7.35,6.6,9.56666666666667,9.53333333333333,9.2,"BSV","BSV","BSV","BSV","BSV",2.5,250
"615","STE_N_2008","STE_N","STE","N",2008,0,0,0,0,0,0.13,0.38,0.13,0.88,0.88,2,2,1,2,1,133,136,142,156,161,7.83333333333333,9.48333333333333,8.23333333333333,7.63333333333333,7.78333333333333,"JF","CW","SR","JF","CW",1.89,188.72
